smiles,gap
CCC(O)C(C#C)C#N,0.2863
NC(=O)C1CC(=O)N1,0.2609
CN(C)C(=O)CC=O,0.2279
OC1=C(F)C=NC(=O)O1,0.1835
CC(=O)NC(=N)CC#C,0.2446
CC#CCCN1CC1C,0.2881
CC(CC#N)C#C,0.2994
CC(C)C#CC(=O)NC,0.2348
CCn1ccc(n1)OC,0.2396
COc1ccc(nc1)O,0.1897
CC1(C)OC(=N)NC1=N,0.2539
CC(N)(C#N)C(N)CO,0.2815
CCOc1ccncc1,0.2372
CN1CC1C(C)(N)C#N,0.2563
CC(C#C)C1(CO)CC1,0.3094
CNC1(CC1)C(O)C#N,0.2471
CC1OC1(C)C#CC#C,0.2174
C1CCC(C1)(CCO)O,0.3253
OCC1(O)C(O)C1C#N,0.2865
OCCC1CC1(O)C#N,0.2884
OC1C=CC(C#N)C1O,0.2455
COCC1(OC1C)C=O,0.2209
CN1C(=N)OC(N)=C1C,0.2188
CC(C)C(CO)NC=O,0.2817
COC1CC1(O)C(C)O,0.2992
CN=C1ON=CC=C1C,0.1628
COc1cnoc1OC,0.2068
CC(C)C1(O)COC1=N,0.2819
CCC1(CC=O)CO1,0.223
CC1(CC#N)CN=CO1,0.2736
[NH3+]CC1=CC(=O)N=N[N-]1,0.1704
CC1(OCC1O)C#C,0.2739
Cc1coc(=NC)[nH]1,0.2195
CCN(CC(C)O)C=O,0.2695
Cc1cc(co1)O,0.2243
NC(=[NH2+])NC(=N)C([O-])=O,0.2016
c1c(c(c([nH]1)O)C=O)O,0.1627
CCC1(COC)CN1,0.3153
CC1OCCCC(C)=C1,0.2475
CC(O)C(CC#N)C#N,0.3157
CC1CCC1CC#N,0.3381
CC(=O)Oc1cocn1,0.2419
CC1CC(=O)C(O)C1O,0.2251
Cc1c(c(c[nH]1)N)OC,0.2272
c1c(cnc(n1)N)C=O,0.1862
CCCOC(=O)C,0.285
CC#CCCC(C)C,0.3032
CCC(O)C1CO1,0.3486
CC(C)C1COC=NC1,0.272
N=COC1(CCC1)C#N,0.2784
CNc1c(nc[nH]1)CO,0.224
CC#CCOC,0.2837
CCCOCCC(=O)N,0.279
OC(C#C)C1(CO1)C#N,0.2729
CCCC1OC(=O)C1C,0.2812
CNC(=O)CCCOC,0.28
CCC(OC)C(C)C=O,0.2224
COC1COC(=O)C1N,0.2498
CC#CC1CC(=O)C1O,0.2074
CCC1OC1(C=O)C#N,0.2203
N=COCCC(=O)C=O,0.1576
CCN=COC(C)C=O,0.2171
CCc1[nH]cc(n1)C#C,0.219
CC(CC#CC#C)C#N,0.2278
CC(=O)C1(CN1)C=O,0.2204
C1C(=NO)COCC1=O,0.2088
OC1CC(O)(CC#N)C1,0.2951
CC(=O)C1(COC1)CO,0.2295
CC(O)C1OCOC1=N,0.2821
CCCNc1ccco1,0.2186
CC(=O)C(O)C(O)CO,0.2399
C1C(CN1C=O)O,0.2654
CCOC(=N)C#CCC,0.2366
OC1CNC1(C#C)C#C,0.2501
CC(O)C1=NNC(C)=C1,0.2557
CC1OCC1(C)O,0.309
c1c(nc[nH]1)OCC=O,0.184
CC1CCCCC1(C)O,0.3275
CCc1c(nc(o1)O)N,0.2222
C1CC1(CC=O)CO,0.2125
CCC(OC=NC)C=O,0.2099
Cc1coc(nc1=O)F,0.2158
COCC1OC1C#C,0.2743
CC(C=O)C#CCC=O,0.2112
Cc1cnn(c1)CC#N,0.2469
CC1CC1(OC=N)C#N,0.2795
CC(C#C)C1CCO1,0.2971
CC(=O)NC1CCC=C1,0.2492
Cc1cnc(c(n1)C)N,0.1839
CC(C)N(C)C(=O)C=O,0.1769
CCOCC(C)(C)C=O,0.2294
CC1=CCCCC1C#C,0.2571
CC(CO)CC(O)C#C,0.2968
CC(C(O)CO)C(C)=O,0.2312
CC#CCN(C)C(=O)N,0.28
CC1C(O)C1(C)OC=O,0.2674
CC(=O)C1OC1(C)C#N,0.215
CCCC(O)C(=O)C#N,0.1915
CC#CC#CCCC#C,0.225
COC1CC1(N)C#N,0.2695
CC(C)CC(=O)C#N,0.2101
C1C(CO1)CC(F)(F)F,0.3258
CC(C)C1OCC1CO,0.307
CC1(C)CC1OCC#N,0.276
C1CC1(C=O)C(=O)CO,0.2272
CCCn1c(cnn1)C,0.2503
COC(=O)NC(=O)CN,0.2351
CN=C(C(=O)N)N(C)C,0.213
CCN1CC(=O)C1C#N,0.2074
CN1CC(C1)NC(=O)N,0.2734
CCC1(OCC1C)C#N,0.2805
CC1=CCOC1=N,0.2201
OC1CCOC(C1)C#C,0.2924
CC1=CCOC(=O)N1C,0.2206
CN1C(C#C)C1C#N,0.2472
OC1COC(=O)C(O)C1,0.2615
CNCC(=O)C(O)C#N,0.1842
C1C(CC1=O)OCC#N,0.2216
CCC1C(C)C1CC#C,0.3123
CC1(O)C(C)(O)C1(C)O,0.273
OCC1CC(=O)NC=N1,0.2264
N=C1OC=C(N=C1)C#C,0.152
Cc1cc(nc(n1)C)O,0.2278
CC(O)CN1CC1C#N,0.252
N=C1COC(=O)C(=N)N1,0.1955
CC1CN(C)CC(=N)O1,0.2508
C(C=O)n1c(=O)[nH]nn1,0.2112
CC1NC1(CO)C(C)=O,0.2321
N#CCCC1CO1,0.3179
C1C(=O)CN1CCC=O,0.2087
CN1C(CNC1=O)C#N,0.2702
Cc1nccc(n1)C#C,0.1906
C1C=C(CO1)COC=O,0.2406
C#Cc1ncc(=O)on1,0.1572
CC1(CCCCCO1)C,0.3176
CCc1cn[nH]c1C=O,0.194
N=COCC(=O)C#N,0.1788
CNC(=O)OCCOC,0.3151
CC(C=O)C1(O)CCC1,0.2191
OC1CCC(O)C(=O)C1,0.2124
CC(C)Cc1cnn[nH]1,0.251
CCC(O)C1CCC1C,0.3226
O=COC(C#N)C1CO1,0.2752
COC1(C)CC(C)CO1,0.3405
CC(OC=O)C1(C)CC1,0.2846
CC1COC(C=C1)C#C,0.2607
CC(=O)NCCCCO,0.2767
CC1(CC(=NC)OC1)C,0.2761
CC1=NC(C#C)C(=O)N1,0.2278
c1c[nH]c(c1N)CO,0.2159
COc1c(cco1)N,0.2151
c1c([nH]cn1)NCC=O,0.1817
N=COCC1OC1C=O,0.2168
CN(C=O)C(=N)C(=O)N,0.1995
CC1CN=C(N)C(=N)O1,0.2021
Cc1cnccc1C#C,0.2027
CCC1CN=C(N1)C#N,0.1983
CC#CCCC#C,0.2925
CNC1CC1(C=O)C#N,0.1836
OC1CCCNC(=O)C1,0.2687
CC#CC(C)COC=O,0.2645
c1c(nco1)CCC=O,0.2224
N=C1C=CNC=NC1=O,0.1789
CC(CO)OC1COC1,0.3131
Cc1cncnc1NC,0.2104
COC1(CO)CCOC1,0.3308
CC(=O)C(O)C(C)(C)O,0.2378
CCC(=O)OC(=N)C=O,0.1823
CC(C)CC1(CO1)C=O,0.2201
CCC(=O)CC(=O)CC,0.2082
Cc1ccc(c(c1)O)O,0.2105
c1c(cn[nH]1)N,0.2257
CC(C#C)C1CC1C=O,0.2281
CC(=O)C1CC(C1)C=O,0.2219
OCC1=CCC(C1)C=O,0.2198
N=C1NC=NC(=N)C=N1,0.1721
c1c(n(cn1)C(=O)N)N,0.1778
CC1N=C(N)OC1C#N,0.2468
CCc1c(n[nH]n1)C#C,0.2203
CC(CC#N)C#CCO,0.2814
CC1=NC(N)=NOC1=N,0.1507
CCCC#CC#CCC,0.2249
C(=O)n1c(=O)oc(n1)N,0.2107
CC1(CC1)COC=O,0.2837
c1cc(=O)cncc1O,0.1514
[NH3+]CC1=N[N-]N=CC1=O,0.1978
N#CC1CCC=CCO1,0.2613
CC1(NC1C#N)C#N,0.2728
CC1=NOC(=N)C(=O)N1,0.1963
C(C=O)C#CC(F)(F)F,0.2265
CC1CN1C(=O)OC=N,0.2596
O=CC1CCOC(=O)O1,0.2228
c1c(oc(=O)c(=O)o1)N,0.1803
CCC1OC1CC,0.354
OCC1(CCCO1)C#N,0.2956
CCCOCC(C)C=O,0.2303
CCC(O)CC(=O)CC,0.2307
COC1C(NC1=O)C=O,0.2016
CC1(C)CC1CC(N)=O,0.2725
Cc1cc(ncc1F)O,0.2028
CCCC(O)C(C)CO,0.33
NC(CNCC#C)C#N,0.2727
Cc1c(nn[nH]1)C#N,0.2411
[O-]C(=O)CC1=CC[NH2+]C1,0.2212
CCC(=O)NC(=O)C#C,0.1987
CC1CCCCC1CO,0.3398
CCc1cn[nH]c1C#C,0.2091
O=COCC1OCC=C1,0.2457
CCC(O)(C#C)C(C)C,0.2951
CCCc1cc([nH]n1)N,0.2442
NC(=O)NC(C=O)C#N,0.2251
N=C1NC=C(CC#C)O1,0.2216
CC1(O)CC1CCC#C,0.3067
COCC1CCCCC1,0.3388
CC#Cc1cncn1C,0.203
CCC(C)OC(=N)C#N,0.2384
CC(C)C(O)C1CC1O,0.3114
COC(=O)N1CCC1,0.2908
COC(C#N)C(C)=O,0.2319
CC(O)C1(CC1O)C#C,0.2789
COC=NC(C)C1CO1,0.2669
CC1(C)CCCC(O)C1,0.3312
c1coc(c1N)C=O,0.1765
Cn1c(cc(n1)O)O,0.2535
CC#Cc1conc1O,0.2113
CCC(=O)OCC(=O)C,0.2356
c1c(c([nH]n1)CCO)O,0.2311
CC(CO)CCNC=O,0.2833
CC#CC(C)OC=O,0.2699
CN1C(CC=O)C1C#C,0.2048
CCC1(C#N)C(N)C1O,0.2773
CCC(=O)C(=NC)N,0.1914
CC#CC(=NO)C(C)C,0.2058
CNC(=[NH2+])C(O)C([O-])=O,0.2001
CNC1(CC(=O)C1)C#N,0.2083
OC1=CC(=N)NN=C1,0.1589
CC(O)CN=C(N)C#N,0.2088
CC(=O)Nc1cc[nH]c1,0.2155
[NH3+]C1(CCC1)C([O-])=O,0.2692
CCC1OC1(C)C#N,0.3003
C#CC#CC(=NO)C#C,0.1627
c1c(oc(=O)c(n1)O)O,0.1571
CN1CC(O)CC1C=O,0.1876
O=CNCC1COC=N1,0.257
N1C=CC=CC=CC=C1,0.1678
C(C(=N)NC(=N)CO)O,0.2359
Cc1cc(=O)cncn1,0.1577
CCCCC(=NO)C,0.256
N=C(OC=O)C1COC1,0.2293
CC#CC1NCCC1=O,0.1987
CCC1(CC)NC1C#C,0.2764
c1nc(c(o1)N)CCO,0.2189
CCN=C1C(=O)OCO1,0.217
CCOC(CC)C1CO1,0.3324
CC1OCC1C#CCO,0.2731
CC(O)(COC=N)C=O,0.2254
CC(C)CC(C)C(C)O,0.3265
CC(=O)C1CC(=O)N1,0.2217
c1c(c(n[nH]c1=O)N)O,0.1656
COc1coc(=O)[nH]1,0.2454
CCOc1nccnn1,0.1662
NC1=CC(=O)OC1=N,0.1806
CC(C)C1=CC(C)CC1,0.2579
CNC(=O)C1CCC1O,0.2645
Cn1c(c[nH]c1=O)N,0.2323
C#CC(=O)COC1CC1,0.185
CC1(CCCOC1)C#C,0.3014
N=C1OCC1CCC#C,0.2801
Cc1cc(ncn1)C#C,0.1946
CC#Cc1cnon1,0.207
CCC1(C)OCC1CO,0.3073
CC(C#C)C(C)(O)CO,0.3053
CC(O)C(C)CC(N)=O,0.2801
N=COC1CCCOC1,0.2722
CC1CC1CC(C)=NO,0.2567
N=C1ON=NC=CC1=N,0.1514
CCC(C)(O)C(O)C#C,0.2824
N=CN1CCOC1=N,0.2395
CC1CNC(=O)CO1,0.264
C1CN=C(OC1)C=O,0.1942
CCC1(OC1CO)C=O,0.2195
CC(C#N)(C#N)NC=N,0.2541
CCC1(C)CC(C)C1,0.3543
CC1C(O)C1C(O)C#C,0.2882
CC(O)CC#CCO,0.2761
OCC(OC=N)C=O,0.218
CC1CCCOC=NC1,0.2577
C(COC=O)NC=O,0.2704
CC(C)C#CC(=O)OC,0.2328
Cc1ccn(c1N)C=O,0.1819
COc1nccc(n1)F,0.2208
CC1N=C(N)COC1=N,0.2531
CC(O)CCC(C)(C)C,0.332
c1cc(cc(c1)N)N,0.2065
CC(C)OC(C=O)C=O,0.1978
OC1CNC=C1C=O,0.1781
CC1(C#C)C(N)C1C#N,0.241
CC1(CC1)CNC(=O)N,0.2986
N=C(CC#N)OC=O,0.261
CCOCC(CC)C#C,0.3073
CCC1CC(C1)=NO,0.2496
CCCn1ccnn1,0.2582
CN(C)CC(C#C)C#N,0.2383
CCN1C(CO)C1C#N,0.2556
CCC1(CC1)CC(=O)C,0.226
NC(C(O)C#N)C1CO1,0.2741
COC(C(N)=[NH2+])C([O-])=O,0.2243
CCC1NC(=N)NC1=O,0.2344
O=C1NCC1NCC#N,0.2573
c1ncnc(n1)CCO,0.2184
[NH3+]C(COC=O)C([O-])=O,0.2559
CC1COC(C#N)C1C,0.2962
FC1=NC(=N)OC=C1,0.1795
CC#CC#CC1CC1O,0.2135
CC(O)C1(O)CCOC1,0.3115
CCC#CC(NC)C=O,0.2072
CC(CCCO)C#N,0.3124
CCc1ccncc1F,0.2274
CC(CC#N)C(C)C#C,0.3068
CNC1C(C)COC1=O,0.2445
CC1C(OC1C#C)C=O,0.218
CN1CC1CC(C)(C)C,0.2922
CCC(O)C1(CC1)C=O,0.2275
CN1N=NC(=N)C=C1O,0.1612
OCCC1CCCCO1,0.3247
CC1OC(C#N)C1(C)N,0.2641
CNC1C(OC1=O)C#N,0.2393
CC1=NCC(=O)N1,0.2348
NC1=NOC(=N)N=C1F,0.156
CC1CCC(CC#N)O1,0.3018
CC1(N)CN=COC1=O,0.2324
CCn1cc(c(c1)O)C,0.2324
CC(C)(C=O)NCC#N,0.2193
CC(=O)C(O)(C=O)C#C,0.1936
CCC(C=O)C(C)(C)C,0.2235
Cc1ncn(c(=O)n1)C,0.204
CCC(CC)C(C)C,0.3695
CC(=O)N1CCOC1=N,0.2487
COCC1COC1C=O,0.2107
CC(=O)NCC#CC#C,0.2201
CCCC(C)OCCO,0.3322
CC1(C)CCCC1CO,0.334
CN1CC(C#N)C1CO,0.2611
CCC(N)(COC)C#N,0.2969
CC(C#C)C(C)(C)O,0.3154
CN=COC(CN)C#N,0.2451
CC(=O)CC(=O)NC=O,0.2013
FC1=C(F)C(=N)C=CN1,0.188
[NH2+]=C1C=N[N-]C=C1C=O,0.1527
N=C1NN=NC(=N)C=N1,0.1629
C(C#N)C(CO)(CO)O,0.3103
C1CC=C(CC=C1)CO,0.2448
CCC1(O)CCOC1,0.3024
OCC(O)C1OC1CO,0.3089
CN1C(C#C)C1(C)C=O,0.2032
COc1c(nc[nH]1)C#C,0.2177
Cc1cc([nH]c1N)CO,0.2212
CCC1COC(C)=N1,0.2693
CCC(OC)C(O)C#C,0.2708
CC(=O)CC(C=O)C=O,0.2135
CC1(CCOC1)C#N,0.3063
COCC1(C)CC(C)O1,0.3207
COC=NC1CC=CC1,0.256
CC(CO)CNCC#N,0.2695
CN(CC#C)C(=O)N,0.2787
CC(O)C(=O)CCCO,0.237
N=C1CNC(CO1)C=O,0.1908
CC1COC1C(O)C#N,0.2678
CN=C(CO)NC(=O)N,0.2397
CCCC(COC)C=O,0.2281
CCC#CC(=O)C,0.2084
CCCc1cnoc1N,0.2241
COC=NCC(N)C#N,0.2477
CCCC(O)(C#C)C#N,0.2806
OC(CC=O)C(=O)C#C,0.1692
CC(C)c1cc([nH]c1)O,0.2439
CC(O)C(=O)CC1CN1,0.2241
C#CC(=O)C1CCC1,0.2034
COC1CC(C)C1C=O,0.223
CCCCc1[nH]ccn1,0.2499
CC1(CO1)C#CCC#C,0.2754
OCC(CO)OC=N,0.259
CCN1C(CC1=O)C#N,0.2706
CC1(C=O)C(O)C1C#N,0.2243
COC(=O)N1CC1C#N,0.2797
CCC(CC#C)C#CC,0.2897
C1C(CC1=O)C(=O)CO,0.2159
C1CN1C(=O)OCCO,0.2883
C#Cc1c(nn[nH]1)O,0.1945
O=CC1CN=C(N1)C#N,0.2012
CC1OCC(=O)C1C,0.2191
CC1(CC=O)CCO1,0.2213
O=CNCC1(CO1)C#N,0.2589
CCCC1CC(=O)C1O,0.2229
CCC1(CC=O)CCO1,0.2212
COC=Nc1ncno1,0.2006
CC(C)(C(=O)N)C(=O)N,0.2494
Cc1ccc([nH]1)OC,0.2343
Cc1cc(nc(=O)[nH]1)N,0.197
C#CC(C#C)C1COC1,0.2752
CC1(O)CCN=COC1,0.255
CC(=O)NC=NC,0.2355
CC1=CC(O)CC1C=O,0.2099
CC1C(O)C1OCC#N,0.2737
COC1CCCC(=O)O1,0.2736
CC(O)C1NC1C,0.3164
CNc1c(oc(=O)o1)N,0.241
C#CC1CC1CCC#N,0.2873
c1c(c(on1)C(=N)N)N,0.1747
C#Cc1c(nc([nH]1)O)N,0.1908
CC(=O)COC=O,0.2312
[NH3+]C1CC1C([O-])=O,0.2734
CNC(=N)N(C=O)C=O,0.2109
c1(c(nc([nH]1)O)O)N,0.2409
CCCn1c(ncn1)O,0.265
CN=C1CCC(O1)C#C,0.2689
CCC1OCC1(C)C#N,0.2886
CC#CC1=CCOC1,0.2042
CC1OCCC1(C)CO,0.3066
COCC(=N)OCC#C,0.2765
OC1CNC1C#N,0.2692
CCC1(O)CNC1C#N,0.2666
CC(=N)Nc1cnno1,0.2042
Cc1cc(=O)cc(o1)N,0.2015
CCn1cncnc1=O,0.2013
CC(=O)NC(=N)N,0.2272
CC(CCC#N)C(N)=O,0.2728
OCC1CCOC=NC1,0.2573
C#CC1CC=C(C1)C#C,0.2092
CCC(COC=O)C=O,0.2269
COC(CC#C)C1CN1,0.2931
ON=C1CC(O)C=C1,0.1919
COC1(CC1(C)O)C#N,0.2826
OC(C#C)C(=N)NC=O,0.2259
CCN(C)C(=O)OC=N,0.2562
CCn1cnn(c1=O)C,0.2322
N=COCCCC#C,0.2827
CC1CN(C1)CCC#N,0.267
CC1(O)CCC(C)(O)C1,0.3222
Cc1c(cno1)C#N,0.2294
OC1CC1CCNC=O,0.2835
CN(C)C(=O)CC#C,0.2687
CCc1c(cco1)CO,0.2339
C(CO)N=C(N)NC=O,0.2186
COC1(CC1)C(C)C#N,0.2951
Cc1cncc(c1C)O,0.209
CCC1=C(C)OC(=N)O1,0.2351
CC(=O)NCC1CO1,0.278
C#CCc1cnno1,0.2334
CCC1=NCCC(=O)O1,0.2482
CNC(C)(COC)C#N,0.2686
OCC1C=CCCC=C1,0.2493
CC1(CC#N)CC1O,0.3035
CNc1c(cco1)C=O,0.1781
O=C(C#C)C1NC1C#C,0.1895
NC(=N)C(O)(C=O)C#C,0.2262
CCOC1(C)CC1C=O,0.2271
CCn1ncc(=O)cn1,0.1788
OC1CC1(O)C(=O)C=O,0.149
OC1CC(C1)C#C,0.3022
CCc1c(ncn1C)O,0.2218
Cc1ccc(nc1O)N,0.1966
CC1NC1(C)CNC=O,0.2748
CCc1cc[nH]c(=O)c1,0.1804
CC(C#C)(C#C)NC=O,0.2658
CC1C=CCC1(C)C=O,0.222
CCC1(C)CC1CC=O,0.2245
OC1(CC#C)CC1C#C,0.2712
CC1(CO)OC(=O)C1N,0.2467
Cc1c(nn(n1)C)C,0.244
OC1(CC=O)CCC1=O,0.1896
CC1C(=O)OCC1(C)C,0.2741
CCOCC(C)CC#C,0.3083
CC(C#N)C(C)(C)C#N,0.3286
C#CC1=NCC=CCO1,0.214
CC1(C)NC1(CO)C#N,0.2791
CCc1cnn(n1)C,0.2483
CC1(C)OC1C(N)C#N,0.2844
OCC1C=CCNC1=O,0.2528
NC(=O)CC1COCO1,0.2721
OC1(C[NH2+]C1)C([O-])=O,0.279
c1nc(=O)[nH]nn1,0.1594
C1C(=NCCO)OCO1,0.258
N=C1OCOC1=N,0.2383
CCOC(=O)C(O)CC,0.2702
[O-]C(=O)C[NH2+]CC#C,0.2657
COC(C)C1=CCCC1,0.258
CC(=NO)C(C=O)C=O,0.2046
CCC(C)CCC1CC1,0.354
Cc1nc(c(n1C)O)O,0.2131
OCCC1CC1NC=O,0.2742
CC1(CNC(=O)O1)C#C,0.2813
C1CC1N(CC#N)C=O,0.2537
COC1CCCC(C)O1,0.3352
CC1=CC(OC1)C=O,0.203
CC(=O)N1CC1,0.253
CCC(CC)C(=O)N,0.2764
C[NH+](C)CC(C=O)=N[O-],0.1576
CC(C)Oc1ccc[nH]1,0.2445
CCOCC1CCC=C1,0.264
CC1C(C)C1(C)CC#C,0.3063
COC1CCC=C1CO,0.2594
CCNC(=O)C1(C)CO1,0.2654
C(C=O)NC(=O)CO,0.2194
CCOC(=NCC#N)N,0.2762
CC(=O)C1(CC1)COC,0.2325
CCCC1=CCCC1O,0.2571
c1c(c(ncn1)O)CO,0.229
COC(C)CC(O)C#N,0.2794
CC1(CC#C)CCO1,0.2897
NC(=O)C1(N)C(O)C1O,0.2317
CC(C)(CC(=O)N)CO,0.2709
C1CNC1(C=O)C=O,0.1853
CN=C1CC(O1)C#CC,0.2655
CN=C1ON=NC(O)=N1,0.15
OCC1(CCC1O)C#C,0.2887
OC1=NNC(=O)C(=N)N1,0.188
CCCC(O)CO,0.3173
C1CC1CN=CNC=O,0.2319
NC1=NCCCOC1=N,0.2031
Cc1cnc(nc1O)F,0.2228
c1c(nc[nH]c1=O)C#N,0.1784
CC(CC=O)(CC=O)O,0.2061
OCC(C#C)C#CC#C,0.226
c1(nnon1)C(=O)N,0.1933
CC(C(=O)C)C(=O)C,0.2164
N=C1C=CNC(=O)C=N1,0.1513
CN(C=N)c1c[nH]nn1,0.2014
CC(C)C(CC#C)C#N,0.3052
N=C1NC=NC(=N)N=C1,0.1724
NC1=NOC(=N)C(F)=C1,0.1628
COC1C(=O)CCC1=O,0.1848
Cc1c(coc1C#N)N,0.1847
OCC1(CN=CN1)C#N,0.2516
OC1COC(=O)C1C=O,0.2241
CC(C)N=C(C(=O)N)N,0.216
CC1COC(=O)C(C)=C1,0.2218
CC(=O)C(C)(C)C1CC1,0.2282
CCC1C(C(C)O)N1C,0.2857
Cc1c(oc(n1)C)C,0.2333
CC1NC(=O)OC1CO,0.3136
CC1=CC=CNC(=O)N1,0.1673
NC(=O)C1NCC1=O,0.1974
CC1(O)C(O)C1(O)C#C,0.2485
CCOCC1C(C)N1C,0.291
CCCCC(C#C)C#C,0.2952
CC(CO)C(C=O)C#C,0.2197
Cc1c[nH]c(=O)c(=O)[nH]1,0.1767
c1c(ncnc1F)N,0.2253
CC1(CCO)NC1C=O,0.2184
O=CCN1CCC1C=O,0.1988
NC(=O)C[NH2+]CC([O-])=O,0.2548
C1C(=O)CN=C1OC=O,0.2106
Cn1c(ccc1OC)O,0.2328
CCCC(CC)C=O,0.2265
CC1C(C)C(=O)C1C=O,0.2099
C1CC1C(=O)NC=N,0.2406
CCC1(C)CCC=C1,0.2625
CC(CCO)C1CO1,0.341
CCC#CCC1(CC1)C,0.2977
C1CC(C1)CCCCO,0.3425
c1c[nH]nc1C(=O)C=O,0.1494
C(=O)C#CC(=O)C#N,0.1746
Cc1cnc(c(n1)N)C,0.1873
OCC1=CN=COC1=N,0.1827
C#CCN1CC1,0.2771
CCC(O)C(=O)OC,0.2694
CCCOC1CC1CC,0.3324
c1cc(oc(=O)c1N)N,0.151
Cn1c(c(nn1)N)OC,0.2238
Cn1c(=O)c(ccn1)N,0.1752
CC#CCOCC#C,0.2658
C1=C(C(=O)NC1=O)C=O,0.1415
CCCC1(O)CC1C=O,0.2259
CCC(=O)N1C(C)C1C,0.2572
CC(C)(C#CC=O)C#N,0.2036
CCC1(OC1C)C#C,0.286
C#CC1=CCC(=O)C1,0.209
CC(CC(C)C#C)C#C,0.3021
C(CO)C#CC=O,0.2053
c1c(=O)[nH]cnc(=O)n1,0.1798
C#CC#CC(=O)CC#N,0.1835
CCC1C(=O)COC1=O,0.2128
Cc1cc([nH]c1C)C,0.233
CC(=O)CC1CC=CC1,0.2249
CC1N(C)C(C)C1=O,0.1923
OCCC(O)CCC#N,0.311
ON=C1C(O)C=CC1O,0.235
CC(O)C(C)(O)CC#C,0.3044
CCc1c(c(c[nH]1)N)N,0.2194
COC1CC(C)C=C1,0.2624
CC(CO)C1CC(=O)N1,0.2828
CCNc1cn[nH]n1,0.2134
[NH3+]C1CC(O)(C1)C([O-])=O,0.2679
CC(C#C)C1(CO1)C=O,0.2152
CCC1(C)CCC1OC,0.3267
OCC1OCOC1=O,0.2737
Cc1c(c(ncn1)N)F,0.2146
FC1=C(F)C(=N)ON=C1,0.1696
OC1=NC(=N)C=CC=C1,0.1499
CCC(CC)OC(=O)N,0.3255
CCC1OCC=CC=C1,0.1902
Cc1cnc(o1)NC,0.2269
CCc1cc([nH]n1)C,0.2574
C(#N)c1c(nc([nH]1)O)N,0.1975
CCC1=CC(C)CC1O,0.2574
C1CC1C(=O)CC=O,0.2102
CCC#CC1(CCC1)O,0.2809
CCC(C)CC(F)(F)F,0.3997
CC1CCN(C)C1C#N,0.2597
OC(C#N)C1C(O)C1O,0.2752
CCCCOC(C)CC,0.3334
C#Cc1cnn[nH]1,0.2135
CC#CC(O)C(=O)C#N,0.1729
CC#CCC(=O)CO,0.2278
C1C(CN1)(CC=O)C#N,0.2112
CCC(CC#C)OC=O,0.282
C#Cc1nc(on1)CN,0.2081
CC1CN=C(N)C1=O,0.1837
COc1cncc(=O)[nH]1,0.1669
COC1CCOC1,0.3261
CC(OC=N)C#CC#C,0.2239
CCNC(C=O)C(N)=O,0.2
NC(=O)NCCC1CO1,0.3043
OC1CN=COC1C#N,0.2627
CC(CC=O)(C#C)C#C,0.2203
CN=c1ccnc(o1)N,0.1791
C(C(=O)C#N)OC=O,0.1882
CCC(C)C(=NO)C#C,0.2088
CC#CCCOC(=O)C,0.2664
[O-]C(=O)C1(CC1)NC=[NH2+],0.2528
N=COCC1=CN=NO1,0.2326
CC(=O)NC=NCCO,0.2304
COC(C=O)C(=N)OC,0.2225
COC1(CO)CCC1O,0.3036
CCN1CC1CNC=O,0.2557
OC1=CNC=NC1=N,0.1891
O=CC#CC1OC1C#C,0.1986
CC(=N)OC1=CNN=N1,0.2392
CCC1CCC1C(C)=O,0.2272
C#CCC1COC1,0.2939
CN1CC(C=O)C1=O,0.2167
NCC(O)(C#N)C1CO1,0.2543
CC1CCC=C(C)CC1,0.2536
CC(C(N)=O)C(C)(C)O,0.2679
CC1OC1C(C)(O)C#C,0.2962
Cc1cc(nc(n1)F)N,0.2197
O=C1NCCC1CC#N,0.2706
OCC1OC1CNC=O,0.2821
CCn1cc(nn1)OC,0.2219
CC(=O)c1c(n[nH]n1)N,0.1761
CC1CCC(O)(CO)C1,0.3188
Cc1c(c(ccn1)F)O,0.219
CNc1cc(no1)OC,0.2363
CC#CC1=C(COC1)C,0.2026
CC1COC(C)=N1,0.2709
CC1=C(C(=O)OC1)CO,0.2294
CNc1ccc[nH]1,0.2386
CC#CC(=O)OC,0.2341
C#CC1=CC=CCCC1,0.1614
CC(NC(=N)C=O)C=O,0.1612
C1CC=CNC(=O)NC1,0.2229
COC(=O)c1ncon1,0.2284
c1c(c(nc(=O)o1)F)N,0.162
CC1OC(C=O)C=C1,0.203
Cc1coc(c1N)N,0.22
Cc1cc(nc(c1)O)N,0.2007
CC1C(C)C1(O)CO,0.303
OCC(CC1CC1)C#C,0.3061
CC(C)n1c(ccn1)O,0.2554
c1cc(=O)[nH]c(c1N)F,0.16
O=CC1NC(=O)NC=C1,0.1829
CC1=NC(=N)NC(=O)N1,0.2092
COCC1CC(C)(C)O1,0.3216
OC1CC(O)CC(=O)C1,0.2208
C(#N)c1c(non1)C#N,0.2249
CCC1CC(C1)OC,0.3286
CC(CCO)C1OC1C,0.3337
Cc1c([nH]c(=O)cn1)F,0.1672
CC1=CC(=NO)CC1=O,0.1696
CC(=O)C(O)CC(N)=O,0.202
CC1CC(O)CC(=O)C1,0.2235
NC(=O)CC1CNC1=O,0.2493
CC(C)N(C=O)C(=O)C,0.2129
CNc1cc(nn1C)N,0.2317
